year,geography,metric,unit,vector,value,decimals
2008,Saskatchewan,Percent change in non-violent weighted clearance rate,Percent,v53079673,8.88,2
2008,"Regina, Saskatchewan",Crime severity index,Index,v44312641,164.61,2
2008,"Regina, Saskatchewan",Percent change in crime severity index,Percent,v44312642,-11.97,2
2008,"Regina, Saskatchewan",Violent crime severity index,Index,v44312643,171.47,2
2008,"Regina, Saskatchewan",Percent change in violent crime severity index,Percent,v44312644,-6.07,2
2008,"Regina, Saskatchewan",Non-violent crime severity index,Index,v44312645,161.97,2
2008,"Regina, Saskatchewan",Percent change in non-violent crime severity index,Percent,v44312646,-14.17,2
2008,"Regina, Saskatchewan",Youth crime severity index,Index,v53079684,0.0,2
2008,"Regina, Saskatchewan",Percent change in youth crime severity index,Percent,v87984930,0.0,2
2008,"Regina, Saskatchewan",Youth violent crime severity index,Index,v53079685,0.0,2
2008,"Regina, Saskatchewan",Percent change in youth violent crime severity index,Percent,v87984931,0.0,2
2008,"Regina, Saskatchewan",Youth non-violent crime severity index,Index,v53079677,0.0,2
2008,"Regina, Saskatchewan",Percent change in youth non-violent crime severity index,Percent,v87984932,0.0,2
2008,"Regina, Saskatchewan",Weighted clearance rate,Number,v53079678,37.13,2
2008,"Regina, Saskatchewan",Percent change in weighted clearance rate,Percent,v53079679,5.75,2
2008,"Regina, Saskatchewan",Violent weighted clearance rate,Number,v53079680,56.71,2
2008,"Regina, Saskatchewan",Percent change in violent weighted clearance rate,Percent,v53079681,-4.37,2
2008,"Regina, Saskatchewan",Non-violent weighted clearance rate,Number,v53079682,29.15,2
2008,"Regina, Saskatchewan",Percent change in non-violent weighted clearance rate,Percent,v53079683,11.64,2
2008,"Saskatoon, Saskatchewan",Crime severity index,Index,v44312647,138.85,2
2008,"Saskatoon, Saskatchewan",Percent change in crime severity index,Percent,v44312648,-12.2,2
2008,"Saskatoon, Saskatchewan",Violent crime severity index,Index,v44312649,165.52,2
2008,"Saskatoon, Saskatchewan",Percent change in violent crime severity index,Percent,v44312650,-20.63,2
2008,"Saskatoon, Saskatchewan",Non-violent crime severity index,Index,v44312651,128.59,2
2008,"Saskatoon, Saskatchewan",Percent change in non-violent crime severity index,Percent,v44312652,-7.33,2
2008,"Saskatoon, Saskatchewan",Youth crime severity index,Index,v53079693,0.0,2
2008,"Saskatoon, Saskatchewan",Percent change in youth crime severity index,Percent,v87984933,0.0,2
2008,"Saskatoon, Saskatchewan",Youth violent crime severity index,Index,v53079694,0.0,2
2008,"Saskatoon, Saskatchewan",Percent change in youth violent crime severity index,Percent,v87984934,0.0,2
2008,"Saskatoon, Saskatchewan",Youth non-violent crime severity index,Index,v53079686,0.0,2
2008,"Saskatoon, Saskatchewan",Percent change in youth non-violent crime severity index,Percent,v87984935,0.0,2
2008,"Saskatoon, Saskatchewan",Weighted clearance rate,Number,v53079687,36.55,2
2008,"Saskatoon, Saskatchewan",Percent change in weighted clearance rate,Percent,v53079688,2.61,2
2008,"Saskatoon, Saskatchewan",Violent weighted clearance rate,Number,v53079689,40.41,2
2008,"Saskatoon, Saskatchewan",Percent change in violent weighted clearance rate,Percent,v53079690,0.47,2
2008,"Saskatoon, Saskatchewan",Non-violent weighted clearance rate,Number,v53079691,34.64,2
2008,"Saskatoon, Saskatchewan",Percent change in non-violent weighted clearance rate,Percent,v53079692,5.1,2
2008,Alberta,Crime severity index,Index,v44312653,112.0,2
2008,Alberta,Percent change in crime severity index,Percent,v44312654,-2.1,2
2008,Alberta,Violent crime severity index,Index,v44312655,112.19,2
2008,Alberta,Percent change in violent crime severity index,Percent,v44312656,4.25,2
2008,Alberta,Non-violent crime severity index,Index,v44312657,111.93,2
2008,Alberta,Percent change in non-violent crime severity index,Percent,v44312658,-4.34,2
2008,Alberta,Youth crime severity index,Index,v53079704,111.1,2
2008,Alberta,Percent change in youth crime severity index,Percent,v53079705,0.18,2
2008,Alberta,Youth violent crime severity index,Index,v53079706,98.59,2
2008,Alberta,Percent change in youth violent crime severity index,Percent,v53079928,4.11,2
2008,Alberta,Youth non-violent crime severity index,Index,v53079696,120.63,2
2008,Alberta,Percent change in youth non-violent crime severity index,Percent,v53079697,-2.12,2
2008,Alberta,Weighted clearance rate,Number,v53079698,39.7,2
2008,Alberta,Percent change in weighted clearance rate,Percent,v53079699,5.92,2
2008,Alberta,Violent weighted clearance rate,Number,v53079700,57.13,2
2008,Alberta,Percent change in violent weighted clearance rate,Percent,v53079701,4.67,2
2008,Alberta,Non-violent weighted clearance rate,Number,v53079702,32.98,2
2008,Alberta,Percent change in non-violent weighted clearance rate,Percent,v53079703,4.93,2
2008,"Calgary, Alberta",Crime severity index,Index,v44312659,84.92,2
2008,"Calgary, Alberta",Percent change in crime severity index,Percent,v44312660,-7.49,2
2008,"Calgary, Alberta",Violent crime severity index,Index,v44312661,89.63,2
2008,"Calgary, Alberta",Percent change in violent crime severity index,Percent,v44312662,-4.84,2
2008,"Calgary, Alberta",Non-violent crime severity index,Index,v44312663,83.11,2
2008,"Calgary, Alberta",Percent change in non-violent crime severity index,Percent,v44312664,-8.55,2
2008,"Calgary, Alberta",Youth crime severity index,Index,v53079714,0.0,2
2008,"Calgary, Alberta",Percent change in youth crime severity index,Percent,v87984936,0.0,2
2008,"Calgary, Alberta",Youth violent crime severity index,Index,v53079715,0.0,2
2008,"Calgary, Alberta",Percent change in youth violent crime severity index,Percent,v87984937,0.0,2
2008,"Calgary, Alberta",Youth non-violent crime severity index,Index,v53079707,0.0,2
2008,"Calgary, Alberta",Percent change in youth non-violent crime severity index,Percent,v87984938,0.0,2
2008,"Calgary, Alberta",Weighted clearance rate,Number,v53079708,34.8,2
2008,"Calgary, Alberta",Percent change in weighted clearance rate,Percent,v53079709,2.75,2
2008,"Calgary, Alberta",Violent weighted clearance rate,Number,v53079710,50.69,2
2008,"Calgary, Alberta",Percent change in violent weighted clearance rate,Percent,v53079711,2.09,2
2008,"Calgary, Alberta",Non-violent weighted clearance rate,Number,v53079712,28.22,2
2008,"Calgary, Alberta",Percent change in non-violent weighted clearance rate,Percent,v53079713,2.32,2
2008,"Edmonton, Alberta",Crime severity index,Index,v44312665,122.69,2
2008,"Edmonton, Alberta",Percent change in crime severity index,Percent,v44312666,-4.63,2
2008,"Edmonton, Alberta",Violent crime severity index,Index,v44312667,130.95,2
2008,"Edmonton, Alberta",Percent change in violent crime severity index,Percent,v44312668,2.34,2
2008,"Edmonton, Alberta",Non-violent crime severity index,Index,v44312669,119.52,2
2008,"Edmonton, Alberta",Percent change in non-violent crime severity index,Percent,v44312670,-7.28,2
2008,"Edmonton, Alberta",Youth crime severity index,Index,v53079723,0.0,2
2008,"Edmonton, Alberta",Percent change in youth crime severity index,Percent,v87984939,0.0,2
2008,"Edmonton, Alberta",Youth violent crime severity index,Index,v53079724,0.0,2
2008,"Edmonton, Alberta",Percent change in youth violent crime severity index,Percent,v87984940,0.0,2
2008,"Edmonton, Alberta",Youth non-violent crime severity index,Index,v53079716,0.0,2
2008,"Edmonton, Alberta",Percent change in youth non-violent crime severity index,Percent,v87984941,0.0,2
2008,"Edmonton, Alberta",Weighted clearance rate,Number,v53079717,32.46,2
2008,"Edmonton, Alberta",Percent change in weighted clearance rate,Percent,v53079718,9.48,2
2008,"Edmonton, Alberta",Violent weighted clearance rate,Number,v53079719,43.03,2
2008,"Edmonton, Alberta",Percent change in violent weighted clearance rate,Percent,v53079720,6.88,2
2008,"Edmonton, Alberta",Non-violent weighted clearance rate,Number,v53079721,28.0,2
2008,"Edmonton, Alberta",Percent change in non-violent weighted clearance rate,Percent,v53079722,9.38,2
2008,British Columbia,Crime severity index,Index,v44312671,121.81,2
2008,British Columbia,Percent change in crime severity index,Percent,v44312672,-8.01,2
2008,British Columbia,Violent crime severity index,Index,v44312673,115.91,2
2008,British Columbia,Percent change in violent crime severity index,Percent,v44312674,-1.53,2
2008,British Columbia,Non-violent crime severity index,Index,v44312675,124.08,2
2008,British Columbia,Percent change in non-violent crime severity index,Percent,v44312676,-10.13,2
2008,British Columbia,Youth crime severity index,Index,v53079734,72.22,2
2008,British Columbia,Percent change in youth crime severity index,Percent,v53079735,-4.33,2
2008,British Columbia,Youth violent crime severity index,Index,v53079736,69.16,2
2008,British Columbia,Percent change in youth violent crime severity index,Percent,v53079929,4.46,2
2008,British Columbia,Youth non-violent crime severity index,Index,v53079726,74.55,2
2008,British Columbia,Percent change in youth non-violent crime severity index,Percent,v53079727,-9.7,2
2008,British Columbia,Weighted clearance rate,Number,v53079728,26.27,2
2008,British Columbia,Percent change in weighted clearance rate,Percent,v53079729,5.12,2
2008,British Columbia,Violent weighted clearance rate,Number,v53079730,44.83,2
2008,British Columbia,Percent change in violent weighted clearance rate,Percent,v53079731,4.57,2
2008,British Columbia,Non-violent weighted clearance rate,Number,v53079732,19.6,2
2008,British Columbia,Percent change in non-violent weighted clearance rate,Percent,v53079733,2.46,2
2008,"Kelowna, British Columbia",Crime severity index,Index,v52117776,125.98,2
2008,"Kelowna, British Columbia",Percent change in crime severity index,Percent,v52117777,-2.57,2
2008,"Kelowna, British Columbia",Violent crime severity index,Index,v52117778,109.67,2
2008,"Kelowna, British Columbia",Percent change in violent crime severity index,Percent,v52117779,11.29,2
2008,"Kelowna, British Columbia",Non-violent crime severity index,Index,v52117780,132.25,2
2008,"Kelowna, British Columbia",Percent change in non-violent crime severity index,Percent,v52117781,-6.29,2
2008,"Kelowna, British Columbia",Youth crime severity index,Index,v53079864,0.0,2
2008,"Kelowna, British Columbia",Percent change in youth crime severity index,Percent,v87984942,0.0,2
2008,"Kelowna, British Columbia",Youth violent crime severity index,Index,v53079865,0.0,2
2008,"Kelowna, British Columbia",Percent change in youth violent crime severity index,Percent,v87984943,0.0,2
2008,"Kelowna, British Columbia",Youth non-violent crime severity index,Index,v53079857,0.0,2
2008,"Kelowna, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984944,0.0,2
2008,"Kelowna, British Columbia",Weighted clearance rate,Number,v53079858,29.74,2
2008,"Kelowna, British Columbia",Percent change in weighted clearance rate,Percent,v53079859,0.75,2
2008,"Kelowna, British Columbia",Violent weighted clearance rate,Number,v53079860,55.28,2
2008,"Kelowna, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079861,10.63,2
2008,"Kelowna, British Columbia",Non-violent weighted clearance rate,Number,v53079862,21.59,2
2008,"Kelowna, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079863,-10.15,2
2008,"Abbotsford-Mission, British Columbia",Crime severity index,Index,v44312689,143.64,2
2008,"Abbotsford-Mission, British Columbia",Percent change in crime severity index,Percent,v44312690,-1.33,2
2008,"Abbotsford-Mission, British Columbia",Violent crime severity index,Index,v44312691,124.88,2
2008,"Abbotsford-Mission, British Columbia",Percent change in violent crime severity index,Percent,v44312692,17.58,2
2008,"Abbotsford-Mission, British Columbia",Non-violent crime severity index,Index,v44312693,150.86,2
2008,"Abbotsford-Mission, British Columbia",Percent change in non-violent crime severity index,Percent,v44312694,-6.13,2
2008,"Abbotsford-Mission, British Columbia",Youth crime severity index,Index,v53079762,0.0,2
2008,"Abbotsford-Mission, British Columbia",Percent change in youth crime severity index,Percent,v87984945,0.0,2
2008,"Abbotsford-Mission, British Columbia",Youth violent crime severity index,Index,v53079763,0.0,2
2008,"Abbotsford-Mission, British Columbia",Percent change in youth violent crime severity index,Percent,v87984946,0.0,2
2008,"Abbotsford-Mission, British Columbia",Youth non-violent crime severity index,Index,v53079755,0.0,2
2008,"Abbotsford-Mission, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984947,0.0,2
2008,"Abbotsford-Mission, British Columbia",Weighted clearance rate,Number,v53079756,24.07,2
2008,"Abbotsford-Mission, British Columbia",Percent change in weighted clearance rate,Percent,v53079757,0.54,2
2008,"Abbotsford-Mission, British Columbia",Violent weighted clearance rate,Number,v53079758,41.22,2
2008,"Abbotsford-Mission, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079759,-17.97,2
2008,"Abbotsford-Mission, British Columbia",Non-violent weighted clearance rate,Number,v53079760,18.61,2
2008,"Abbotsford-Mission, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079761,7.82,2
2008,"Vancouver, British Columbia",Crime severity index,Index,v44312677,120.13,2
2008,"Vancouver, British Columbia",Percent change in crime severity index,Percent,v44312678,-8.87,2
2008,"Vancouver, British Columbia",Violent crime severity index,Index,v44312679,126.45,2
2008,"Vancouver, British Columbia",Percent change in violent crime severity index,Percent,v44312680,-3.96,2
2008,"Vancouver, British Columbia",Non-violent crime severity index,Index,v44312681,117.7,2
2008,"Vancouver, British Columbia",Percent change in non-violent crime severity index,Percent,v44312682,-10.76,2
2008,"Vancouver, British Columbia",Youth crime severity index,Index,v53079744,0.0,2
2008,"Vancouver, British Columbia",Percent change in youth crime severity index,Percent,v87984948,0.0,2
2008,"Vancouver, British Columbia",Youth violent crime severity index,Index,v53079745,0.0,2
2008,"Vancouver, British Columbia",Percent change in youth violent crime severity index,Percent,v87984949,0.0,2
2008,"Vancouver, British Columbia",Youth non-violent crime severity index,Index,v53079737,0.0,2
2008,"Vancouver, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984950,0.0,2
2008,"Vancouver, British Columbia",Weighted clearance rate,Number,v53079738,22.48,2
2008,"Vancouver, British Columbia",Percent change in weighted clearance rate,Percent,v53079739,8.08,2
2008,"Vancouver, British Columbia",Violent weighted clearance rate,Number,v53079740,37.2,2
2008,"Vancouver, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079741,7.98,2
2008,"Vancouver, British Columbia",Non-violent weighted clearance rate,Number,v53079742,16.4,2
2008,"Vancouver, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079743,5.4,2
2008,"Victoria, British Columbia",Crime severity index,Index,v44312683,103.29,2
